,model_name,params,validation_f1,test_f1,is_winning_variant
47,SVD++,"{'n_factors': 15, 'n_epochs': 30, 'lr_all': 0.002, 'reg_all': 0.02}",0.645116208415616,,False
48,SVD++,"{'n_factors': 100, 'n_epochs': 10, 'lr_all': 0.005, 'reg_all': 0.02}",0.6132768053369079,,False
49,SVD++,"{'n_factors': 100, 'n_epochs': 30, 'lr_all': 0.005, 'reg_all': 0.05}",0.6499616696980174,,False
50,SVD++,"{'n_factors': 30, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.05}",0.6247831474597274,,False
51,SVD++,"{'n_factors': 15, 'n_epochs': 10, 'lr_all': 0.01, 'reg_all': 0.02}",0.6584920349742485,,False
52,SVD++,"{'n_factors': 30, 'n_epochs': 30, 'lr_all': 0.002, 'reg_all': 0.05}",0.6447738502470544,,False
53,SVD++,"{'n_factors': 30, 'n_epochs': 10, 'lr_all': 0.002, 'reg_all': 0.05}",0.5803935472433965,,False
54,SVD++,"{'n_factors': 100, 'n_epochs': 10, 'lr_all': 0.01, 'reg_all': 0.05}",0.6451896014284417,,False
55,SVD++,"{'n_factors': 100, 'n_epochs': 30, 'lr_all': 0.01, 'reg_all': 0.02}",0.6417181417857734,,False
56,SVD++,"{'n_factors': 100, 'n_epochs': 10, 'lr_all': 0.002, 'reg_all': 0.05}",0.5740941005568558,,False
57,SVD++,"{'n_factors': 15, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.1}",0.6262195216228335,,False
58,NMF,"{'n_factors': 15, 'n_epochs': 100, 'reg_pu': 0.05, 'reg_qi': 0.05}",0.5034101981162715,,False
59,NMF,"{'n_factors': 30, 'n_epochs': 100, 'reg_pu': 0.02, 'reg_qi': 0.1}",0.5772418990203466,,False
60,NMF,"{'n_factors': 15, 'n_epochs': 50, 'reg_pu': 0.05, 'reg_qi': 0.1}",0.5348577895385025,,False
61,NMF,"{'n_factors': 100, 'n_epochs': 100, 'reg_pu': 0.1, 'reg_qi': 0.1}",0.4403824007896613,,False
62,NMF,"{'n_factors': 30, 'n_epochs': 50, 'reg_pu': 0.1, 'reg_qi': 0.05}",0.6211675251410351,,False
