,bpr_unbiased_uncalibrated,round,bpr_unbiased_calibrated,random_uncalibrated
0,0.0017521396320506772,0,0.0016173596603544713,0.7363703753622212
1,0.0026955994339241188,1,0.002156479547139295,0.7423680841027024
2,0.0033021093065570455,2,0.0028977693914684277,0.7373138351640947
3,0.0034368892782532514,3,0.0030999393490127366,0.7435137138621201
4,0.003908619179189972,4,0.0033694992924051485,0.740211604555563
5,0.003976009165038075,5,0.0033694992924051485,0.740211604555563
6,0.004110789136734281,6,0.0035716692499494574,0.7400768245838668
7,0.004178179122582384,7,0.0035716692499494574,0.7386616348810566
8,0.004245569108430487,8,0.0035716692499494574,0.7423006941168543
9,0.004245569108430487,9,0.0035716692499494574,0.7376507850933351
10,0.004245569108430487,10,0.0035716692499494574,0.7380551250084237
11,0.00431295909427859,11,0.0036390592357975603,0.7402789945414111
12,0.00431295909427859,12,0.0036390592357975603,0.7387964148527529
13,0.00431295909427859,13,0.0036390592357975603,0.7380551250084237
14,0.00431295909427859,14,0.0037064492216456633,0.7412898443291327
15,0.00431295909427859,15,0.0037064492216456633,0.7414246243008289
16,0.00431295909427859,16,0.0037064492216456633,0.7435137138621201
17,0.00431295909427859,17,0.0037064492216456633,0.7414246243008289
18,0.00431295909427859,18,0.0037064492216456633,0.7392007547678415
19,0.00431295909427859,19,0.0037064492216456633,0.7376507850933351
20,0.00431295909427859,20,0.0037064492216456633,0.741492014286677
21,0.00431295909427859,21,0.0037064492216456633,0.7386616348810566
22,0.00431295909427859,22,0.0037064492216456633,0.7417615742300694
23,0.00431295909427859,23,0.0037064492216456633,0.7442550037064493
24,0.00431295909427859,24,0.0037064492216456633,0.7412224543432846
25,0.00431295909427859,25,0.0037064492216456633,0.7371116652065504
26,0.00431295909427859,26,0.0037064492216456633,0.7414246243008289
27,0.00431295909427859,27,0.0037064492216456633,0.7466810431969809
28,0.00431295909427859,28,0.0037738392074937663,0.7418289642159175
29,0.00431295909427859,29,0.003908619179189972,0.7429072039894872
30,0.004380349080126693,30,0.003908619179189972,0.7413572343149808
31,0.004447739065974796,31,0.003908619179189972,0.7429745939753353
32,0.004447739065974796,32,0.003976009165038075,0.7453332434800188
33,0.004447739065974796,33,0.004043399150886178,0.7373138351640947
34,0.004380349080126693,34,0.004043399150886178,0.7441876137206012
35,0.004380349080126693,35,0.004043399150886178,0.7392681447536896
36,0.004447739065974796,36,0.004043399150886178,0.7397398746546263
37,0.004447739065974796,37,0.004043399150886178,0.7359660354471326
38,0.004447739065974796,38,0.004043399150886178,0.7411550643574365
39,0.004515129051822899,39,0.004043399150886178,0.7385268549093604
