,bpr_unbiased_uncalibrated_large,round,bpr_unbiased_calibrated_linear_time_large,bpr_unbiased_calibrated_constant_large
0,0.2200836820083682,0,0.03347280334728033,0.06861924686192468
1,0.2200836820083682,1,0.03347280334728033,0.06861924686192468
2,0.2200836820083682,2,0.03347280334728033,0.06861924686192468
3,0.2200836820083682,3,0.03347280334728033,0.06861924686192468
4,0.2200836820083682,4,0.03347280334728033,0.06861924686192468
5,0.2200836820083682,5,0.03347280334728033,0.06861924686192468
6,0.2200836820083682,6,0.03347280334728033,0.06861924686192468
7,0.2200836820083682,7,0.03347280334728033,0.06861924686192468
8,0.2200836820083682,8,0.03347280334728033,0.06861924686192468
9,0.2200836820083682,9,0.03347280334728033,0.06861924686192468
10,0.2200836820083682,10,0.03347280334728033,0.06861924686192468
11,0.2200836820083682,11,0.03347280334728033,0.06861924686192468
12,0.2200836820083682,12,0.03347280334728033,0.06861924686192468
13,0.2200836820083682,13,0.03347280334728033,0.06861924686192468
14,0.2200836820083682,14,0.03347280334728033,0.06861924686192468
15,0.2200836820083682,15,0.03347280334728033,0.06861924686192468
16,0.2200836820083682,16,0.03347280334728033,0.06861924686192468
17,0.2200836820083682,17,0.03347280334728033,0.06861924686192468
18,0.2200836820083682,18,0.03347280334728033,0.06861924686192468
19,0.2200836820083682,19,0.03347280334728033,0.06861924686192468
20,0.2200836820083682,20,0.03347280334728033,0.06861924686192468
21,0.2200836820083682,21,0.03347280334728033,0.06861924686192468
22,0.2200836820083682,22,0.03347280334728033,0.06861924686192468
23,0.2200836820083682,23,0.03347280334728033,0.06861924686192468
24,0.2200836820083682,24,0.03347280334728033,0.06861924686192468
25,0.2200836820083682,25,0.03347280334728033,0.06861924686192468
26,0.2200836820083682,26,0.03347280334728033,0.06861924686192468
27,0.2200836820083682,27,0.03347280334728033,0.06861924686192468
28,0.2200836820083682,28,0.03347280334728033,0.06861924686192468
29,0.2200836820083682,29,0.03347280334728033,0.06861924686192468
