,bpr_unbiased_uncalibrated_large,round,bpr_unbiased_calibrated_linear_time_large,bpr_unbiased_calibrated_constant_large
0,0.043642711667151585,0,0.02822228687809136,0.029967995344777423
1,0.043642711667151585,1,0.02822228687809136,0.029967995344777423
2,0.043642711667151585,2,0.02822228687809136,0.029967995344777423
3,0.043642711667151585,3,0.02822228687809136,0.029967995344777423
4,0.043642711667151585,4,0.02822228687809136,0.029967995344777423
5,0.043642711667151585,5,0.02822228687809136,0.029967995344777423
6,0.043642711667151585,6,0.02822228687809136,0.029967995344777423
7,0.043642711667151585,7,0.02822228687809136,0.029967995344777423
8,0.043642711667151585,8,0.02822228687809136,0.029967995344777423
9,0.043642711667151585,9,0.02822228687809136,0.029967995344777423
10,0.043642711667151585,10,0.02822228687809136,0.029967995344777423
11,0.043642711667151585,11,0.02822228687809136,0.029967995344777423
12,0.043642711667151585,12,0.02822228687809136,0.029967995344777423
13,0.043642711667151585,13,0.02822228687809136,0.029967995344777423
14,0.043642711667151585,14,0.02822228687809136,0.029967995344777423
15,0.043642711667151585,15,0.02822228687809136,0.029967995344777423
16,0.043642711667151585,16,0.02822228687809136,0.029967995344777423
17,0.043642711667151585,17,0.02822228687809136,0.029967995344777423
18,0.043642711667151585,18,0.02822228687809136,0.029967995344777423
19,0.043642711667151585,19,0.02822228687809136,0.029967995344777423
20,0.043642711667151585,20,0.02822228687809136,0.029967995344777423
21,0.043642711667151585,21,0.02822228687809136,0.029967995344777423
22,0.043642711667151585,22,0.02822228687809136,0.029967995344777423
23,0.043642711667151585,23,0.02822228687809136,0.029967995344777423
24,0.043642711667151585,24,0.02822228687809136,0.029967995344777423
25,0.043642711667151585,25,0.02822228687809136,0.029967995344777423
26,0.043642711667151585,26,0.02822228687809136,0.029967995344777423
27,0.043642711667151585,27,0.02822228687809136,0.029967995344777423
28,0.043642711667151585,28,0.02822228687809136,0.029967995344777423
29,0.043642711667151585,29,0.02822228687809136,0.029967995344777423
30,0.043642711667151585,30,0.02822228687809136,0.029967995344777423
31,0.043642711667151585,31,0.02822228687809136,0.029967995344777423
32,0.043642711667151585,32,0.02822228687809136,0.029967995344777423
33,0.043642711667151585,33,0.02822228687809136,0.029967995344777423
34,0.043642711667151585,34,0.02822228687809136,0.029967995344777423
35,0.043642711667151585,35,0.02822228687809136,0.029967995344777423
36,0.043642711667151585,36,0.02822228687809136,0.029967995344777423
37,0.043642711667151585,37,0.02822228687809136,0.029967995344777423
38,0.043642711667151585,38,0.02822228687809136,0.029967995344777423
39,0.043642711667151585,39,0.02822228687809136,0.029967995344777423
