,bpr_unbiased_uncalibrated,round,bpr_unbiased_calibrated,random_uncalibrated
0,0.06648463010787964,0,0.21471041440963745,0.9995097517967224
1,0.5939834117889404,1,0.6546617746353149,0.9995055198669434
2,0.6668598651885986,2,0.7376049757003784,0.99951171875
3,0.6978861093521118,3,0.7756176590919495,0.9995169639587402
4,0.7120558619499207,4,0.7923848628997803,0.9995065927505493
5,0.7213117480278015,5,0.8023622035980225,0.9995080828666687
6,0.7268049716949463,6,0.8066443800926208,0.9995121955871582
7,0.7305775880813599,7,0.8080649375915527,0.9995098114013672
8,0.7341412305831909,8,0.8095162510871887,0.9995207786560059
9,0.7366224527359009,9,0.8108810782432556,0.9995062947273254
10,0.7387148141860962,10,0.8116664290428162,0.9995096921920776
11,0.7410352826118469,11,0.8123059272766113,0.9995153546333313
12,0.7429590225219727,12,0.8131473064422607,0.9995153546333313
13,0.7447689771652222,13,0.8139637112617493,0.9995104670524597
14,0.7466276288032532,14,0.814954936504364,0.9995017647743225
15,0.7485432624816895,15,0.8156409859657288,0.9994987845420837
16,0.7505692839622498,16,0.8161730766296387,0.9995166063308716
17,0.7526261210441589,17,0.8170999884605408,0.9995080232620239
18,0.7543167471885681,18,0.818105161190033,0.9995203018188477
19,0.7558128237724304,19,0.8189234733581543,0.9995063543319702
20,0.7572381496429443,20,0.8196048736572266,0.9995250105857849
21,0.7584910988807678,21,0.8203808665275574,0.9995216131210327
22,0.7602075934410095,22,0.8205565214157104,0.9995070099830627
23,0.7618395090103149,23,0.8213124871253967,0.9995275735855103
24,0.7630815505981445,24,0.8222835063934326,0.9995155930519104
25,0.7644795775413513,25,0.822580873966217,0.9995240569114685
26,0.7658150792121887,26,0.823122501373291,0.9995119571685791
27,0.7666144967079163,27,0.8237524032592773,0.9995207190513611
28,0.7678956389427185,28,0.8249146938323975,0.999515950679779
29,0.7695208787918091,29,0.8252977132797241,0.9995290040969849
30,0.7709020972251892,30,0.8260042071342468,0.9995125532150269
31,0.7719501852989197,31,0.8265185952186584,0.9995132088661194
32,0.7729566097259521,32,0.8268519639968872,0.9995110034942627
33,0.7741521000862122,33,0.8274930715560913,0.9994980692863464
34,0.7748973965644836,34,0.82795250415802,0.999521791934967
35,0.7761708498001099,35,0.82856285572052,0.9995066523551941
36,0.7771568298339844,36,0.8290078639984131,0.9995119571685791
37,0.7783753871917725,37,0.8290953636169434,0.9995026588439941
38,0.7794033288955688,38,0.8294216990470886,0.9995086789131165
39,0.7808612585067749,39,0.8292737603187561,0.9995261430740356
40,0.7820934653282166,40,0.8301233053207397,0.9995294213294983
41,0.7834948301315308,41,0.8306030035018921,0.9995073080062866
42,0.784820556640625,42,0.8309221267700195,0.999512255191803
43,0.785682201385498,43,0.8316159248352051,0.9994974732398987
44,0.786727786064148,44,0.8319807648658752,0.9995065331459045
45,0.7879793643951416,45,0.8323899507522583,0.999517560005188
46,0.7889134883880615,46,0.8329496383666992,0.9995238780975342
47,0.7896606922149658,47,0.8331692218780518,0.9995164275169373
48,0.7905138731002808,48,0.8337571620941162,0.9995093941688538
49,0.79153972864151,49,0.8342154026031494,0.9995097517967224
50,0.7928897738456726,50,0.8345862030982971,0.9995115995407104
51,0.7939127683639526,51,0.834887683391571,0.9995154738426208
52,0.7948780655860901,52,0.8352208137512207,0.999508798122406
53,0.7957305908203125,53,0.8356375694274902,0.9995209574699402
54,0.7969975471496582,54,0.8359827995300293,0.9995104670524597
55,0.7978137135505676,55,0.8360788822174072,0.9995113611221313
56,0.7986673712730408,56,0.8369263410568237,0.9995059370994568
57,0.7998827695846558,57,0.8373076915740967,0.9995181560516357
58,0.8007330894470215,58,0.8375463485717773,0.9995025992393494
59,0.8018907308578491,59,0.8378664255142212,0.999514639377594
60,0.8027617335319519,60,0.8383523225784302,0.9995031356811523
61,0.8035412430763245,61,0.8387614488601685,0.9994967579841614
62,0.804352343082428,62,0.838890790939331,0.9995115995407104
63,0.805274248123169,63,0.8394825458526611,0.9995186924934387
64,0.8058212995529175,64,0.8399605751037598,0.9995049238204956
65,0.8064677715301514,65,0.8404135704040527,0.9995138049125671
66,0.8074185252189636,66,0.840326189994812,0.9995086789131165
67,0.8084018230438232,67,0.840594470500946,0.9995256662368774
68,0.809226393699646,68,0.8408548831939697,0.999506413936615
69,0.8100769519805908,69,0.8413394093513489,0.9995073080062866
70,0.810766339302063,70,0.8417143821716309,0.9995031952857971
71,0.8114170432090759,71,0.8416790962219238,0.9995144009590149
72,0.8119620084762573,72,0.8421473503112793,0.9995109438896179
73,0.8129217624664307,73,0.8421978950500488,0.9995211958885193
74,0.8137366771697998,74,0.842558741569519,0.9995127320289612
75,0.8145619630813599,75,0.8426656126976013,0.9995066523551941
76,0.8150556683540344,76,0.8429287672042847,0.9995197057723999
77,0.8159586787223816,77,0.8434258103370667,0.9995110630989075
78,0.8167024254798889,78,0.843573808670044,0.9995165467262268
79,0.8176352381706238,79,0.8439526557922363,0.9995083212852478
80,0.8184653520584106,80,0.8441337943077087,0.999517560005188
81,0.819200336933136,81,0.8445994853973389,0.9995189309120178
82,0.8197644948959351,82,0.8448679447174072,0.9995241761207581
83,0.8205496072769165,83,0.8449639081954956,0.9995113611221313
84,0.8212213516235352,84,0.8454650640487671,0.9995277523994446
85,0.8216960430145264,85,0.846024751663208,0.9995338916778564
86,0.8225774765014648,86,0.846062183380127,0.9995140433311462
87,0.8230735063552856,87,0.8462565541267395,0.9995114803314209
88,0.8236300945281982,88,0.8463221192359924,0.9995187520980835
89,0.8243731260299683,89,0.8461958765983582,0.9995032548904419
90,0.8248524069786072,90,0.8462728261947632,0.9995094537734985
91,0.8252851963043213,91,0.8464772701263428,0.9995203614234924
92,0.8257925510406494,92,0.8469749689102173,0.9995241165161133
93,0.8262969851493835,93,0.8470007181167603,0.999508261680603
94,0.8268463015556335,94,0.847646176815033,0.9995176792144775
95,0.8272421360015869,95,0.8477645516395569,0.9995217323303223
96,0.827870786190033,96,0.8482510447502136,0.9995265007019043
97,0.8283926844596863,97,0.8483855724334717,0.999512255191803
98,0.8289576768875122,98,0.8486984372138977,0.9994991421699524
99,0.8295682072639465,99,0.8489153385162354,0.999519407749176
100,0.8300159573554993,100,0.8491026759147644,0.9995082020759583
101,0.8306781053543091,101,0.8491224050521851,0.9994950890541077
102,0.8310306072235107,102,0.8492484092712402,0.9995195865631104
103,0.8313255906105042,103,0.84951251745224,0.9994933009147644
104,0.8316442966461182,104,0.8493800163269043,0.9995123744010925
105,0.8320499062538147,105,0.8494951725006104,0.9995148181915283
106,0.8325261473655701,106,0.8493648171424866,0.9995135068893433
107,0.8329741954803467,107,0.8497008085250854,0.9995198845863342
108,0.8333953619003296,108,0.8496639728546143,0.9995118379592896
109,0.8339226841926575,109,0.8500286340713501,0.9995182752609253
110,0.8344663381576538,110,0.8504112958908081,0.9995228052139282
111,0.8349602818489075,111,0.8502379655838013,0.9995013475418091
112,0.8352079391479492,112,0.8503616452217102,0.9994989037513733
113,0.8355714082717896,113,0.8502511978149414,0.9995191097259521
114,0.8359661102294922,114,0.8502019047737122,0.9995092749595642
115,0.8364805579185486,115,0.85043865442276,0.9995248317718506
116,0.8369134068489075,116,0.8506080508232117,0.9995187520980835
117,0.8371798992156982,117,0.850906491279602,0.9995104670524597
118,0.8374296426773071,118,0.8513380289077759,0.9995181560516357
119,0.837755024433136,119,0.851468026638031,0.999512255191803
120,0.8381796479225159,120,0.8517940044403076,0.9995107054710388
121,0.8388161659240723,121,0.851697564125061,0.9995224475860596
122,0.8395334482192993,122,0.8519138693809509,0.9994979500770569
123,0.8400092720985413,123,0.8521448969841003,0.9995206594467163
124,0.8404086828231812,124,0.8524870276451111,0.999508798122406
