,bpr_unbiased_uncalibrated_large,round,bpr_unbiased_calibrated_linear_time_large,bpr_unbiased_calibrated_constant_large
0,0.31602019965648653,0,0.31863628029823304,0.3180253326892853
1,0.31602019965648653,1,0.31863628029823304,0.3180253326892853
2,0.31602019965648653,2,0.31863628029823304,0.3180253326892853
3,0.31602019965648653,3,0.31863628029823304,0.3180253326892853
4,0.31602019965648653,4,0.31863628029823304,0.3180253326892853
5,0.31602019965648653,5,0.31863628029823304,0.3180253326892853
6,0.31602019965648653,6,0.31863628029823304,0.3180253326892853
7,0.31602019965648653,7,0.31863628029823304,0.3180253326892853
8,0.31602019965648653,8,0.31863628029823304,0.3180253326892853
9,0.31602019965648653,9,0.31863628029823304,0.3180253326892853
10,0.31602019965648653,10,0.31863628029823304,0.3180253326892853
11,0.31602019965648653,11,0.31863628029823304,0.3180253326892853
12,0.31602019965648653,12,0.31863628029823304,0.3180253326892853
13,0.31602019965648653,13,0.31863628029823304,0.3180253326892853
14,0.31602019965648653,14,0.31863628029823304,0.3180253326892853
15,0.31602019965648653,15,0.31863628029823304,0.3180253326892853
16,0.31602019965648653,16,0.31863628029823304,0.3180253326892853
17,0.31602019965648653,17,0.31863628029823304,0.3180253326892853
18,0.31602019965648653,18,0.31863628029823304,0.3180253326892853
19,0.31602019965648653,19,0.31863628029823304,0.3180253326892853
20,0.31602019965648653,20,0.31863628029823304,0.3180253326892853
21,0.31602019965648653,21,0.31863628029823304,0.3180253326892853
22,0.31602019965648653,22,0.31863628029823304,0.3180253326892853
23,0.31602019965648653,23,0.31863628029823304,0.3180253326892853
24,0.31602019965648653,24,0.31863628029823304,0.3180253326892853
25,0.31602019965648653,25,0.31863628029823304,0.3180253326892853
26,0.31602019965648653,26,0.31863628029823304,0.3180253326892853
27,0.31602019965648653,27,0.31863628029823304,0.3180253326892853
28,0.31602019965648653,28,0.31863628029823304,0.3180253326892853
29,0.31602019965648653,29,0.31863628029823304,0.3180253326892853
30,0.31602019965648653,30,0.31863628029823304,0.3180253326892853
31,0.31602019965648653,31,0.31863628029823304,0.3180253326892853
32,0.31602019965648653,32,0.31863628029823304,0.3180253326892853
33,0.31602019965648653,33,0.31863628029823304,0.3180253326892853
34,0.31602019965648653,34,0.31863628029823304,0.3180253326892853
35,0.31602019965648653,35,0.31863628029823304,0.3180253326892853
36,0.31602019965648653,36,0.31863628029823304,0.3180253326892853
37,0.31602019965648653,37,0.31863628029823304,0.3180253326892853
38,0.31602019965648653,38,0.31863628029823304,0.3180253326892853
39,0.31602019965648653,39,0.31863628029823304,0.3180253326892853
40,0.31602019965648653,40,0.31863628029823304,0.3180253326892853
41,0.31602019965648653,41,0.31863628029823304,0.3180253326892853
42,0.31602019965648653,42,0.31863628029823304,0.3180253326892853
43,0.31602019965648653,43,0.31863628029823304,0.3180253326892853
44,0.31602019965648653,44,0.31863628029823304,0.3180253326892853
45,0.31602019965648653,45,0.31863628029823304,0.3180253326892853
46,0.31602019965648653,46,0.31863628029823304,0.3180253326892853
47,0.31602019965648653,47,0.31863628029823304,0.3180253326892853
48,0.31602019965648653,48,0.31863628029823304,0.3180253326892853
49,0.31602019965648653,49,0.31863628029823304,0.3180253326892853
50,0.31602019965648653,50,0.31863628029823304,0.3180253326892853
51,0.31602019965648653,51,0.31863628029823304,0.3180253326892853
52,0.31602019965648653,52,0.31863628029823304,0.3180253326892853
53,0.31602019965648653,53,0.31863628029823304,0.3180253326892853
54,0.31602019965648653,54,0.31863628029823304,0.3180253326892853
55,0.31602019965648653,55,0.31863628029823304,0.3180253326892853
56,0.31602019965648653,56,0.31863628029823304,0.3180253326892853
57,0.31602019965648653,57,0.31863628029823304,0.3180253326892853
58,0.31602019965648653,58,0.31863628029823304,0.3180253326892853
59,0.31602019965648653,59,0.31863628029823304,0.3180253326892853
60,0.31602019965648653,60,0.31863628029823304,0.3180253326892853
61,0.31602019965648653,61,0.31863628029823304,0.3180253326892853
62,0.31602019965648653,62,0.31863628029823304,0.3180253326892853
63,0.31602019965648653,63,0.31863628029823304,0.3180253326892853
64,0.31602019965648653,64,0.31863628029823304,0.3180253326892853
65,0.31602019965648653,65,0.31863628029823304,0.3180253326892853
66,0.31602019965648653,66,0.31863628029823304,0.3180253326892853
67,0.31602019965648653,67,0.31863628029823304,0.3180253326892853
68,0.31602019965648653,68,0.31863628029823304,0.3180253326892853
69,0.31602019965648653,69,0.31863628029823304,0.3180253326892853
70,0.31602019965648653,70,0.31863628029823304,0.3180253326892853
71,0.31602019965648653,71,0.31863628029823304,0.3180253326892853
72,0.31602019965648653,72,0.31863628029823304,0.3180253326892853
73,0.31602019965648653,73,0.31863628029823304,0.3180253326892853
74,0.31602019965648653,74,0.31863628029823304,0.3180253326892853
75,0.31602019965648653,75,0.31863628029823304,0.3180253326892853
76,0.31602019965648653,76,0.31863628029823304,0.3180253326892853
77,0.31602019965648653,77,0.31863628029823304,0.3180253326892853
78,0.31602019965648653,78,0.31863628029823304,0.3180253326892853
79,0.31602019965648653,79,0.31863628029823304,0.3180253326892853
80,0.31602019965648653,80,0.31863628029823304,0.3180253326892853
81,0.31602019965648653,81,0.31863628029823304,0.3180253326892853
82,0.31602019965648653,82,0.31863628029823304,0.3180253326892853
